merchant_id_1,merchant_id_2,mcc_1,mcc_2,district_id_1,district_id_2,performance_label_1,performance_label_2,revenue_quartile_1,revenue_quartile_2,period_revenue_1,period_revenue_2,transaction_quartile_1,transaction_quartile_2,period_transaction_count_1,period_transaction_count_2,customer_count_quartile_1,customer_count_quartile_2,period_distinct_customers_1,period_distinct_customers_2,revenue_change_1,revenue_change_2,transaction_change_1,transaction_change_2,customer_change_1,customer_change_2,difference_in_period_revenue,difference_in_period_transaction,difference_in_period_customers,revenue_slope_1,transaction_slope_1,customer_slope_1,revenue_slope_2,transaction_slope_2,customer_slope_2,customer_slope_test,transaction_slope_test,revenue_slope_test,sum_indicator
3,846,5411,5411,160,88,well-performing,poorly-performing,Q2,Q2,5105.47,3760.67,Q3,Q3,237,152,Q1,Q1,22,24,0.435325249,-0.097339038,0.320675105,-0.013157895,0.227272727,-0.166666667,0.151678182,0.218508997,0.043478261,58.38167832,1.951048951,0.346153846,-10.83811189,0.013986014,-0.248251748,1,1,1,3
3,1217,5411,5411,160,121,well-performing,poorly-performing,Q2,Q2,5105.47,7508.13,Q3,Q3,237,257,Q1,Q1,22,19,0.435325249,0.109607852,0.320675105,-0.019455253,0.227272727,-0.105263158,0.190481702,0.04048583,0.073170732,58.38167832,1.951048951,0.346153846,30.15947552,0.513986014,-0.017482517,1,1,1,3
3,1388,5411,5411,160,96,well-performing,poorly-performing,Q2,Q2,5105.47,5470.29,Q3,Q3,237,223,Q1,Q1,22,26,0.435325249,-0.155057593,0.320675105,-0.278026906,0.227272727,-0.115384615,0.034495866,0.030434783,0.083333333,58.38167832,1.951048951,0.346153846,-15.39059441,-1.384615385,-0.108391608,1,1,1,3
3,1635,5411,5411,160,60,well-performing,poorly-performing,Q2,Q2,5105.47,5526.13,Q3,Q3,237,181,Q1,Q1,22,23,0.435325249,-0.508321375,0.320675105,-0.574585635,0.227272727,-0.260869565,0.039566951,0.133971292,0.022222222,58.38167832,1.951048951,0.346153846,-75.34052448,-2.755244755,-0.486013986,1,1,1,3
3,1655,5411,5411,160,50,well-performing,poorly-performing,Q2,Q2,5105.47,6779.13,Q3,Q3,237,212,Q1,Q1,22,19,0.435325249,-0.432161649,0.320675105,-0.466981132,0.227272727,-0.052631579,0.140825943,0.055679287,0.073170732,58.38167832,1.951048951,0.346153846,-67.23370629,-2.681818182,-0.311188811,1,1,1,3
3,1897,5411,5411,160,81,well-performing,poorly-performing,Q2,Q2,5105.47,4673.35,Q3,Q3,237,157,Q1,Q1,22,25,0.435325249,0.037022693,0.320675105,-0.114649682,0.227272727,-0.04,0.044189381,0.203045685,0.063829787,58.38167832,1.951048951,0.346153846,0.173006993,-0.300699301,-0.06993007,1,1,1,3
3,1916,5411,5411,160,121,well-performing,poorly-performing,Q2,Q2,5105.47,5203.1,Q3,Q3,237,163,Q1,Q1,22,27,0.435325249,0.142935942,0.320675105,0.036809816,0.227272727,-0.074074074,0.009470761,0.185,0.102040816,58.38167832,1.951048951,0.346153846,27.02758741,0.384615385,0.234265734,1,1,1,3
3,1941,5411,5411,160,17,well-performing,poorly-performing,Q2,Q2,5105.47,5221.9,Q3,Q3,237,158,Q1,Q1,22,22,0.435325249,-0.082018039,0.320675105,-0.17721519,0.227272727,0.045454545,0.011273926,0.2,0,58.38167832,1.951048951,0.346153846,-12.60374126,-0.755244755,-0.041958042,1,1,1,3
3,1971,5411,5411,160,61,well-performing,poorly-performing,Q2,Q2,5105.47,5602.51,Q3,Q3,237,200,Q1,Q1,22,17,0.435325249,0.160254957,0.320675105,-0.035,0.227272727,0,0.046417718,0.084668192,0.128205128,58.38167832,1.951048951,0.346153846,33.16912587,0.332167832,0.090909091,1,1,1,3
4,50,5411,5411,34,160,well-performing,poorly-performing,Q2,Q2,5552.03,5365.51,Q3,Q3,172,208,Q2,Q2,34,29,0.545279835,-0.176900239,0.38372093,-0.298076923,0.235294118,-0.103448276,0.017084435,0.094736842,0.079365079,78.15933566,1.811188811,0.475524476,-22.65664336,-1.629370629,-0.576923077,1,1,1,3
4,51,5411,5411,34,96,well-performing,poorly-performing,Q2,Q2,5552.03,6817.53,Q3,Q3,172,153,Q2,Q2,34,43,0.545279835,-0.089337341,0.38372093,-0.346405229,0.235294118,0.046511628,0.1023076,0.058461538,0.116883117,78.15933566,1.811188811,0.475524476,-42.98034965,-1.562937063,-0.405594406,1,1,1,3
4,166,5411,5411,34,2,well-performing,poorly-performing,Q2,Q2,5552.03,7129.21,Q3,Q3,172,223,Q2,Q2,34,31,0.545279835,0.064817841,0.38372093,-0.139013453,0.235294118,-0.032258065,0.124371118,0.129113924,0.046153846,78.15933566,1.811188811,0.475524476,-4.737902098,-0.933566434,-0.27972028,1,1,1,3
4,215,5411,5411,34,77,well-performing,poorly-performing,Q2,Q2,5552.03,7379.98,Q3,Q3,172,266,Q2,Q2,34,29,0.545279835,0.068726474,0.38372093,-0.116541353,0.235294118,-0.137931034,0.141350803,0.214611872,0.079365079,78.15933566,1.811188811,0.475524476,-7.619300699,-2.444055944,0.087412587,1,1,1,3
4,278,5411,5411,34,70,well-performing,poorly-performing,Q2,Q2,5552.03,4873.83,Q3,Q3,172,152,Q2,Q2,34,30,0.545279835,-0.088287856,0.38372093,-0.072368421,0.235294118,0,0.06504979,0.061728395,0.0625,78.15933566,1.811188811,0.475524476,-13.41230769,-0.283216783,0.062937063,1,1,1,3
4,346,5411,5411,34,77,well-performing,poorly-performing,Q2,Q2,5552.03,7317.88,Q3,Q3,172,170,Q2,Q2,34,44,0.545279835,0.022212717,0.38372093,0.058823529,0.235294118,-0.045454545,0.137207642,0.005847953,0.128205128,78.15933566,1.811188811,0.475524476,-1.493741259,0.293706294,0.283216783,1,1,1,3
4,393,5411,5411,34,63,well-performing,poorly-performing,Q2,Q2,5552.03,4598.61,Q3,Q3,172,167,Q2,Q2,34,30,0.545279835,-0.263068623,0.38372093,-0.305389222,0.235294118,-0.166666667,0.093927082,0.014749263,0.0625,78.15933566,1.811188811,0.475524476,-33.11199301,-1.444055944,-0.304195804,1,1,1,3
4,416,5411,5411,34,59,well-performing,poorly-performing,Q2,Q2,5552.03,7610.44,Q3,Q3,172,211,Q2,Q2,34,29,0.545279835,0.096279584,0.38372093,-0.023696682,0.235294118,0.034482759,0.156384782,0.101827676,0.079365079,78.15933566,1.811188811,0.475524476,29.10087413,-0.213286713,-0.003496503,1,1,1,3
4,459,5411,5411,34,38,well-performing,poorly-performing,Q2,Q2,5552.03,6551.8,Q3,Q3,172,182,Q2,Q2,34,38,0.545279835,-0.135455905,0.38372093,-0.291208791,0.235294118,0.026315789,0.082599475,0.028248588,0.055555556,78.15933566,1.811188811,0.475524476,-7.245314685,-0.667832168,-0.136363636,1,1,1,3
4,475,5411,5411,34,100,well-performing,poorly-performing,Q2,Q2,5552.03,5596.28,Q3,Q3,172,152,Q2,Q2,34,46,0.545279835,0.006668716,0.38372093,-0.046052632,0.235294118,0.02173913,0.003969211,0.061728395,0.15,78.15933566,1.811188811,0.475524476,-18.42636364,-0.367132867,-0.003496503,1,1,1,3
4,582,5411,5411,34,42,well-performing,poorly-performing,Q2,Q2,5552.03,6831.21,Q3,Q3,172,190,Q2,Q2,34,28,0.545279835,-0.078526352,0.38372093,-0.031578947,0.235294118,-0.071428571,0.103299298,0.049723757,0.096774194,78.15933566,1.811188811,0.475524476,-14.88171329,-0.230769231,-0.055944056,1,1,1,3
4,599,5411,5411,34,82,well-performing,poorly-performing,Q2,Q2,5552.03,5472.21,Q3,Q3,172,164,Q2,Q2,34,30,0.545279835,-0.046314012,0.38372093,-0.018292683,0.235294118,0.033333333,0.007240408,0.023809524,0.0625,78.15933566,1.811188811,0.475524476,11.15839161,0.15034965,0.171328671,1,1,1,3
4,659,5411,5411,34,33,well-performing,poorly-performing,Q2,Q2,5552.03,7086.08,Q3,Q3,172,245,Q2,Q2,34,28,0.545279835,0.171721177,0.38372093,-0.065306122,0.235294118,0,0.121382865,0.175059952,0.096774194,78.15933566,1.811188811,0.475524476,30.60346154,-0.097902098,0.111888112,1,1,1,3
4,669,5411,5411,34,60,well-performing,poorly-performing,Q2,Q2,5552.03,4431.67,Q3,Q3,172,224,Q2,Q2,34,30,0.545279835,0.166858092,0.38372093,0.035714286,0.235294118,-0.166666667,0.112218917,0.131313131,0.0625,78.15933566,1.811188811,0.475524476,2.948671329,-0.538461538,-0.51048951,1,1,1,3
4,980,5411,5411,34,115,well-performing,poorly-performing,Q2,Q2,5552.03,4149.63,Q3,Q3,172,179,Q2,Q2,34,42,0.545279835,0.042317026,0.38372093,-0.106145251,0.235294118,-0.166666667,0.144552582,0.01994302,0.105263158,78.15933566,1.811188811,0.475524476,14.49748252,-0.136363636,-0.125874126,1,1,1,3
4,991,5411,5411,34,50,well-performing,poorly-performing,Q2,Q2,5552.03,4224.77,Q3,Q3,172,232,Q2,Q2,34,31,0.545279835,-0.084504009,0.38372093,-0.068965517,0.235294118,-0.032258065,0.135756076,0.148514851,0.046153846,78.15933566,1.811188811,0.475524476,-7.402692308,-0.398601399,-0.276223776,1,1,1,3
4,999,5411,5411,34,61,well-performing,poorly-performing,Q2,Q2,5552.03,4623.46,Q3,Q3,172,163,Q2,Q2,34,34,0.545279835,0.004650197,0.38372093,-0.085889571,0.235294118,-0.029411765,0.091255556,0.026865672,0,78.15933566,1.811188811,0.475524476,6.126433566,-0.167832168,-0.020979021,1,1,1,3
4,1313,5411,5411,34,88,well-performing,poorly-performing,Q2,Q2,5552.03,3913.55,Q3,Q3,172,155,Q2,Q2,34,32,0.545279835,-0.175040564,0.38372093,-0.141935484,0.235294118,-0.09375,0.173098743,0.051987768,0.03030303,78.15933566,1.811188811,0.475524476,-18.96171329,-0.846153846,-0.234265734,1,1,1,3
4,1354,5411,5411,34,84,well-performing,poorly-performing,Q2,Q2,5552.03,6424.72,Q3,Q3,172,196,Q2,Q2,34,40,0.545279835,-0.628715337,0.38372093,-0.540816327,0.235294118,-0.375,0.072865343,0.065217391,0.081081081,78.15933566,1.811188811,0.475524476,-82.79538462,-2.293706294,-0.594405594,1,1,1,3
4,1403,5411,5411,34,9,well-performing,poorly-performing,Q2,Q2,5552.03,5619.32,Q3,Q3,172,177,Q2,Q2,34,33,0.545279835,-0.148971762,0.38372093,-0.118644068,0.235294118,0,0.006023444,0.014326648,0.014925373,78.15933566,1.811188811,0.475524476,-11.3858042,-0.185314685,0.202797203,1,1,1,3
4,1458,5411,5411,34,31,well-performing,poorly-performing,Q2,Q2,5552.03,4978.2,Q3,Q3,172,181,Q2,Q2,34,41,0.545279835,-0.080243863,0.38372093,-0.209944751,0.235294118,-0.12195122,0.054493587,0.025495751,0.093333333,78.15933566,1.811188811,0.475524476,-15.69583916,-1.328671329,0.122377622,1,1,1,3
4,1526,5411,5411,34,84,well-performing,poorly-performing,Q2,Q2,5552.03,5203.9,Q3,Q3,172,158,Q2,Q2,34,28,0.545279835,-0.261767136,0.38372093,-0.018987342,0.235294118,-0.107142857,0.032366332,0.042424242,0.096774194,78.15933566,1.811188811,0.475524476,-21.38038462,-0.206293706,-0.223776224,1,1,1,3
4,1544,5411,5411,34,88,well-performing,poorly-performing,Q2,Q2,5552.03,7225.06,Q3,Q3,172,258,Q2,Q2,34,35,0.545279835,-0.109208782,0.38372093,-0.294573643,0.235294118,-0.085714286,0.130939831,0.2,0.014492754,78.15933566,1.811188811,0.475524476,-11.02013986,-1.811188811,-0.293706294,1,1,1,3
4,1579,5411,5411,34,61,well-performing,poorly-performing,Q2,Q2,5552.03,5345.35,Q3,Q3,172,158,Q2,Q2,34,36,0.545279835,0.063876079,0.38372093,-0.126582278,0.235294118,0.027777778,0.018966027,0.042424242,0.028571429,78.15933566,1.811188811,0.475524476,14.35979021,-0.118881119,-0.234265734,1,1,1,3
4,1675,5411,5411,34,81,well-performing,poorly-performing,Q2,Q2,5552.03,5135.92,Q3,Q3,172,185,Q2,Q2,34,37,0.545279835,0.129073272,0.38372093,-0.102702703,0.235294118,0,0.03893263,0.036414566,0.042253521,78.15933566,1.811188811,0.475524476,17.625,-0.660839161,-0.066433566,1,1,1,3
4,1685,5411,5411,34,63,well-performing,poorly-performing,Q2,Q2,5552.03,5434.56,Q3,Q3,172,207,Q2,Q2,34,37,0.545279835,-0.102812371,0.38372093,-0.101449275,0.235294118,0.054054054,0.010692126,0.092348285,0.042253521,78.15933566,1.811188811,0.475524476,-14.11979021,-0.311188811,-0.038461538,1,1,1,3
4,1704,5411,5411,34,121,well-performing,poorly-performing,Q2,Q2,5552.03,6132.56,Q3,Q3,172,208,Q2,Q2,34,32,0.545279835,0.006291011,0.38372093,-0.216346154,0.235294118,-0.125,0.049683386,0.094736842,0.03030303,78.15933566,1.811188811,0.475524476,-11.98657343,-1.346153846,-0.356643357,1,1,1,3
4,1728,5411,5411,34,141,well-performing,poorly-performing,Q2,Q2,5552.03,5321.18,Q3,Q3,172,171,Q2,Q2,34,28,0.545279835,0.087847056,0.38372093,0.070175439,0.235294118,-0.178571429,0.021231081,0.002915452,0.096774194,78.15933566,1.811188811,0.475524476,19.38856643,0.433566434,-0.335664336,1,1,1,3
4,1831,5411,5411,34,31,well-performing,poorly-performing,Q2,Q2,5552.03,6351.34,Q3,Q3,172,170,Q2,Q2,34,35,0.545279835,0.046202849,0.38372093,0,0.235294118,-0.028571429,0.067149891,0.005847953,0.014492754,78.15933566,1.811188811,0.475524476,18.04940559,-0.006993007,0.017482517,1,1,1,3
4,1862,5411,5411,34,115,well-performing,poorly-performing,Q2,Q2,5552.03,4882.49,Q3,Q3,172,153,Q2,Q2,34,42,0.545279835,0.074965847,0.38372093,-0.156862745,0.235294118,-0.285714286,0.064165865,0.058461538,0.105263158,78.15933566,1.811188811,0.475524476,-1.476223776,-0.86013986,-0.5,1,1,1,3
5,19,5411,5411,77,63,poorly-performing,well-performing,Q1,Q1,2302.6,1760.53,Q1,Q1,83,65,Q1,Q1,21,19,0.157964909,0.664515799,-0.240963855,0.569230769,-0.095238095,0.473684211,0.133411926,0.121621622,0.05,24.68940559,-0.027972028,-0.013986014,32.61314685,0.744755245,0.384615385,1,1,1,3
5,56,5411,5411,77,100,poorly-performing,well-performing,Q1,Q1,2302.6,2175.74,Q1,Q1,83,87,Q1,Q1,21,17,0.157964909,0.769402594,-0.240963855,0.436781609,-0.095238095,0.764705882,0.028327461,0.023529412,0.105263158,24.68940559,-0.027972028,-0.013986014,48.95342657,1.377622378,0.601398601,1,1,1,3
5,198,5411,5411,77,77,poorly-performing,well-performing,Q1,Q1,2302.6,2418.13,Q1,Q1,83,75,Q1,Q1,21,27,0.157964909,1.559767258,-0.240963855,0.666666667,-0.095238095,0.148148148,0.02447291,0.050632911,0.125,24.68940559,-0.027972028,-0.013986014,108.4877622,1.636363636,0.608391608,1,1,1,3
5,251,5411,5411,77,82,poorly-performing,well-performing,Q1,Q1,2302.6,3067.2,Q1,Q1,83,74,Q1,Q1,21,27,0.157964909,0.989032342,-0.240963855,0.972972973,-0.095238095,0.37037037,0.142388916,0.057324841,0.125,24.68940559,-0.027972028,-0.013986014,71.31734266,1.664335664,0.699300699,1,1,1,3
5,264,5411,5411,77,53,poorly-performing,well-performing,Q1,Q1,2302.6,2794.75,Q1,Q1,83,64,Q1,Q1,21,15,0.157964909,0.451364165,-0.240963855,0.53125,-0.095238095,0.533333333,0.096550168,0.129251701,0.166666667,24.68940559,-0.027972028,-0.013986014,28.49814685,0.629370629,0.269230769,1,1,1,3
5,271,5411,5411,77,70,poorly-performing,well-performing,Q1,Q1,2302.6,3519.66,Q1,Q1,83,88,Q1,Q1,21,22,0.157964909,0.944724775,-0.240963855,0.556818182,-0.095238095,0.409090909,0.209035667,0.029239766,0.023255814,24.68940559,-0.027972028,-0.013986014,91.79667832,1.206293706,0.486013986,1,1,1,3
5,294,5411,5411,77,63,poorly-performing,well-performing,Q1,Q1,2302.6,3003.07,Q1,Q1,83,88,Q1,Q1,21,27,0.157964909,0.427792226,-0.240963855,0.25,-0.095238095,0.222222222,0.132022911,0.029239766,0.125,24.68940559,-0.027972028,-0.013986014,25.25828671,0.27972028,0.234265734,1,1,1,3
5,329,5411,5411,77,65,poorly-performing,well-performing,Q1,Q1,2302.6,3677.76,Q1,Q1,83,90,Q1,Q1,21,25,0.157964909,0.715753611,-0.240963855,0.777777778,-0.095238095,0.16,0.229946023,0.040462428,0.086956522,24.68940559,-0.027972028,-0.013986014,81.41423077,2.440559441,0.618881119,1,1,1,3
5,342,5411,5411,77,77,poorly-performing,well-performing,Q1,Q1,2302.6,2730.82,Q1,Q1,83,88,Q1,Q1,21,17,0.157964909,0.263690027,-0.240963855,0.272727273,-0.095238095,0.294117647,0.085075356,0.029239766,0.105263158,24.68940559,-0.027972028,-0.013986014,24.35835664,1,0.58041958,1,1,0,2
5,395,5411,5411,77,4,poorly-performing,well-performing,Q1,Q1,2302.6,2089.91,Q1,Q1,83,86,Q1,Q1,21,17,0.157964909,0.17894072,-0.240963855,0.209302326,-0.095238095,0.176470588,0.048421062,0.017751479,0.105263158,24.68940559,-0.027972028,-0.013986014,-0.72479021,0.062937063,-0.087412587,0,1,0,1
